id,type,amount,touristId,zone,timestamp
0,SOUVENIR,25.0,3,Centro del Parque,2026-05-21T13:08:57.993867800
0,ENCLOSURE,20.0,3,Recinto Basico,2026-05-21T13:08:57.993867800
0,SOUVENIR,25.0,4,Centro del Parque,2026-05-21T13:08:57.994987600
0,ENCLOSURE,45.0,4,Recinto Premium,2026-05-21T13:08:57.994987600
0,ENCLOSURE,80.0,5,Recinto VIP,2026-05-21T13:08:57.996002
0,SOUVENIR,25.0,6,Centro del Parque,2026-05-21T13:08:57.996002
0,ENCLOSURE,20.0,6,Recinto Basico,2026-05-21T13:08:57.996517200
0,ENCLOSURE,45.0,7,Recinto Premium,2026-05-21T13:08:57.997025200
0,ENCLOSURE,20.0,9,Recinto Basico,2026-05-21T13:08:57.997025200
0,ENCLOSURE,45.0,10,Recinto Premium,2026-05-21T13:08:57.998042900
0,ENCLOSURE,80.0,11,Recinto VIP,2026-05-21T13:08:57.999042700
0,ENCLOSURE,20.0,12,Recinto Basico,2026-05-21T13:08:57.999042700
0,SOUVENIR,25.0,13,Centro del Parque,2026-05-21T13:08:57.999042700
0,ENCLOSURE,45.0,13,Recinto Premium,2026-05-21T13:08:58.000041200
0,SOUVENIR,25.0,14,Centro del Parque,2026-05-21T13:08:58.000041200
0,ENCLOSURE,80.0,14,Recinto VIP,2026-05-21T13:08:58.000041200
0,ENCLOSURE,20.0,15,Recinto Basico,2026-05-21T13:08:58.001042800
0,ENCLOSURE,45.0,16,Recinto Premium,2026-05-21T13:08:58.001042800
0,ENCLOSURE,80.0,17,Recinto VIP,2026-05-21T13:08:58.001042800
0,ENCLOSURE,20.0,18,Recinto Basico,2026-05-21T13:08:58.002044800
0,SOUVENIR,25.0,19,Centro del Parque,2026-05-21T13:08:58.002044800
0,ENCLOSURE,45.0,19,Recinto Premium,2026-05-21T13:08:58.003038600
0,SOUVENIR,25.0,20,Centro del Parque,2026-05-21T13:08:58.004046700
0,ENCLOSURE,80.0,20,Recinto VIP,2026-05-21T13:08:58.005042700
0,ENCLOSURE,20.0,21,Recinto Basico,2026-05-21T13:08:58.005042700
0,ENCLOSURE,45.0,22,Recinto Premium,2026-05-21T13:08:58.005042700
0,SOUVENIR,25.0,23,Centro del Parque,2026-05-21T13:08:58.006041100
0,ENCLOSURE,80.0,23,Recinto VIP,2026-05-21T13:08:58.007042500
0,ENCLOSURE,20.0,24,Recinto Basico,2026-05-21T13:08:58.007042500
0,ENCLOSURE,45.0,25,Recinto Premium,2026-05-21T13:08:58.008047300
0,SOUVENIR,25.0,26,Centro del Parque,2026-05-21T13:08:58.008047300
0,ENCLOSURE,80.0,26,Recinto VIP,2026-05-21T13:08:58.009042
0,ENCLOSURE,20.0,27,Recinto Basico,2026-05-21T13:08:58.009042
0,SOUVENIR,25.0,28,Centro del Parque,2026-05-21T13:08:58.010046400
0,ENCLOSURE,45.0,28,Recinto Premium,2026-05-21T13:08:58.010046400
0,ENCLOSURE,80.0,29,Recinto VIP,2026-05-21T13:08:58.011038400
0,ENCLOSURE,20.0,30,Recinto Basico,2026-05-21T13:08:58.011038400
0,ENCLOSURE,45.0,31,Recinto Premium,2026-05-21T13:08:58.012039300
0,ENCLOSURE,80.0,32,Recinto VIP,2026-05-21T13:08:58.012039300
0,SOUVENIR,25.0,33,Centro del Parque,2026-05-21T13:08:58.013044500
0,ENCLOSURE,20.0,33,Recinto Basico,2026-05-21T13:08:58.013044500
0,SOUVENIR,25.0,34,Centro del Parque,2026-05-21T13:08:58.013044500
0,ENCLOSURE,45.0,34,Recinto Premium,2026-05-21T13:08:58.014037400
0,SOUVENIR,25.0,35,Centro del Parque,2026-05-21T13:08:58.014037400
0,ENCLOSURE,80.0,35,Recinto VIP,2026-05-21T13:08:58.014037400
0,SOUVENIR,25.0,36,Centro del Parque,2026-05-21T13:08:58.015045300
0,ENCLOSURE,20.0,36,Recinto Basico,2026-05-21T13:08:58.015045300
0,ENCLOSURE,45.0,37,Recinto Premium,2026-05-21T13:08:58.015045300
0,SOUVENIR,25.0,38,Centro del Parque,2026-05-21T13:08:58.016040500
0,ENCLOSURE,80.0,38,Recinto VIP,2026-05-21T13:08:58.016040500
0,ENCLOSURE,20.0,39,Recinto Basico,2026-05-21T13:08:58.017042800
0,SOUVENIR,25.0,40,Centro del Parque,2026-05-21T13:08:58.017042800
0,ENCLOSURE,45.0,40,Recinto Premium,2026-05-21T13:08:58.018041500
0,SOUVENIR,25.0,41,Centro del Parque,2026-05-21T13:08:58.018041500
0,ENCLOSURE,80.0,41,Recinto VIP,2026-05-21T13:08:58.019039300
0,ENCLOSURE,20.0,42,Recinto Basico,2026-05-21T13:08:58.019039300
0,ENCLOSURE,45.0,43,Recinto Premium,2026-05-21T13:08:58.020042900
0,ENCLOSURE,80.0,44,Recinto VIP,2026-05-21T13:08:58.020042900
0,ENCLOSURE,20.0,45,Recinto Basico,2026-05-21T13:08:58.021041500
0,SOUVENIR,25.0,46,Centro del Parque,2026-05-21T13:08:58.021041500
0,ENCLOSURE,45.0,46,Recinto Premium,2026-05-21T13:08:58.022042100
0,SOUVENIR,25.0,47,Centro del Parque,2026-05-21T13:08:58.023037500
0,ENCLOSURE,80.0,47,Recinto VIP,2026-05-21T13:08:58.023037500
0,SOUVENIR,25.0,48,Centro del Parque,2026-05-21T13:08:58.024041200
0,ENCLOSURE,20.0,48,Recinto Basico,2026-05-21T13:08:58.024041200
0,ENCLOSURE,45.0,49,Recinto Premium,2026-05-21T13:08:58.025038200
0,SOUVENIR,25.0,50,Centro del Parque,2026-05-21T13:08:58.025038200
0,ENCLOSURE,80.0,50,Recinto VIP,2026-05-21T13:08:58.025038200
